space_id,band,orid,claim_idx,n_claims,in_pilot,rep1,rep2,archived,agree
amkkk/repro-conservation-laws-for-modern-neural-architectures,m=3-5,ay4Q69fAJL,5,5,False,inconclusive,toy,toy,False
HamsterSashka/repro-pca-of-probability-measures-sparse-and-dense-sampling-reg,m=3-5,t4SltdwuLF,1,5,False,verified,verified,verified,True
HamsterSashka/repro-pca-of-probability-measures-sparse-and-dense-sampling-reg,m=3-5,t4SltdwuLF,2,5,False,verified,verified,verified,True
HamsterSashka/repro-pca-of-probability-measures-sparse-and-dense-sampling-reg,m=3-5,t4SltdwuLF,3,5,False,toy,toy,inconclusive,True
HamsterSashka/repro-pca-of-probability-measures-sparse-and-dense-sampling-reg,m=3-5,t4SltdwuLF,4,5,False,inconclusive,inconclusive,inconclusive,True
HamsterSashka/repro-pca-of-probability-measures-sparse-and-dense-sampling-reg,m=3-5,t4SltdwuLF,5,5,False,inconclusive,inconclusive,inconclusive,True
algorise/repro-minimax-optimal-policy-regret-in-partially-observable-markov-games,m=3-5,eGjl7UgeWE,1,5,False,toy,toy,toy,True
algorise/repro-minimax-optimal-policy-regret-in-partially-observable-markov-games,m=3-5,eGjl7UgeWE,2,5,False,toy,toy,inconclusive,True
algorise/repro-minimax-optimal-policy-regret-in-partially-observable-markov-games,m=3-5,eGjl7UgeWE,3,5,False,inconclusive,inconclusive,inconclusive,True
algorise/repro-minimax-optimal-policy-regret-in-partially-observable-markov-games,m=3-5,eGjl7UgeWE,4,5,False,inconclusive,inconclusive,inconclusive,True
algorise/repro-minimax-optimal-policy-regret-in-partially-observable-markov-games,m=3-5,eGjl7UgeWE,5,5,False,inconclusive,inconclusive,inconclusive,True
SabaPivot/repro-csg-cognitive-structure-generation-for-intelligent-education,m=3-5,PfarHkQG8e,1,2,False,toy,toy,toy,True
SabaPivot/repro-csg-cognitive-structure-generation-for-intelligent-education,m=3-5,PfarHkQG8e,2,2,False,toy,toy,toy,True
ai-sherpa/federated-causal-propensity-aggregation-repro,m=3-5,y3qyP3ycQi,1,6,False,verified,verified,verified,True
ai-sherpa/federated-causal-propensity-aggregation-repro,m=3-5,y3qyP3ycQi,2,6,False,verified,verified,verified,True
ai-sherpa/federated-causal-propensity-aggregation-repro,m=3-5,y3qyP3ycQi,3,6,False,verified,verified,verified,True
ai-sherpa/federated-causal-propensity-aggregation-repro,m=3-5,y3qyP3ycQi,4,6,False,verified,verified,verified,True
ai-sherpa/federated-causal-propensity-aggregation-repro,m=3-5,y3qyP3ycQi,5,6,False,verified,verified,verified,True
ai-sherpa/federated-causal-propensity-aggregation-repro,m=3-5,y3qyP3ycQi,6,6,False,toy,toy,toy,True
ai-sherpa/feature-resemblance-analogical-reasoning-repro,m=3-5,I4LNtQHQBK,1,6,False,verified,verified,verified,True
ai-sherpa/feature-resemblance-analogical-reasoning-repro,m=3-5,I4LNtQHQBK,2,6,False,verified,verified,verified,True
ai-sherpa/feature-resemblance-analogical-reasoning-repro,m=3-5,I4LNtQHQBK,3,6,False,verified,verified,verified,True
ai-sherpa/feature-resemblance-analogical-reasoning-repro,m=3-5,I4LNtQHQBK,4,6,False,toy,toy,toy,True
ai-sherpa/feature-resemblance-analogical-reasoning-repro,m=3-5,I4LNtQHQBK,5,6,False,falsified,falsified,falsified,True
ai-sherpa/feature-resemblance-analogical-reasoning-repro,m=3-5,I4LNtQHQBK,6,6,False,verified,verified,verified,True
michaldobiezynski/repro-tn-shap-g-graph-structured-tensor-network-surrogates-for-shapley-values-and,m=3-5,M4bE60aa1C,1,6,False,falsified,falsified,falsified,True
michaldobiezynski/repro-tn-shap-g-graph-structured-tensor-network-surrogates-for-shapley-values-and,m=3-5,M4bE60aa1C,2,6,False,inconclusive,inconclusive,inconclusive,True
michaldobiezynski/repro-tn-shap-g-graph-structured-tensor-network-surrogates-for-shapley-values-and,m=3-5,M4bE60aa1C,3,6,False,falsified,falsified,falsified,True
michaldobiezynski/repro-tn-shap-g-graph-structured-tensor-network-surrogates-for-shapley-values-and,m=3-5,M4bE60aa1C,4,6,False,verified,verified,verified,True
michaldobiezynski/repro-tn-shap-g-graph-structured-tensor-network-surrogates-for-shapley-values-and,m=3-5,M4bE60aa1C,5,6,False,verified,verified,verified,True
michaldobiezynski/repro-tn-shap-g-graph-structured-tensor-network-surrogates-for-shapley-values-and,m=3-5,M4bE60aa1C,6,6,False,inconclusive,inconclusive,inconclusive,True
sotayamashita/repro-ultralif-differentiable-spiking-networks,m=3-5,QdDli9UoLK,1,6,False,verified,verified,verified,True
sotayamashita/repro-ultralif-differentiable-spiking-networks,m=3-5,QdDli9UoLK,2,6,False,falsified,falsified,falsified,True
sotayamashita/repro-ultralif-differentiable-spiking-networks,m=3-5,QdDli9UoLK,3,6,False,falsified,falsified,falsified,True
sotayamashita/repro-ultralif-differentiable-spiking-networks,m=3-5,QdDli9UoLK,4,6,False,toy,toy,inconclusive,True
sotayamashita/repro-ultralif-differentiable-spiking-networks,m=3-5,QdDli9UoLK,5,6,False,verified,verified,inconclusive,True
sotayamashita/repro-ultralif-differentiable-spiking-networks,m=3-5,QdDli9UoLK,6,6,False,toy,toy,inconclusive,True
rahit/repro-beyond-structural-symmetries-linear-mode-connectivity-via-neuron-identifiability,m=3-5,FJLz8swPpd,1,6,False,verified,verified,verified,True
rahit/repro-beyond-structural-symmetries-linear-mode-connectivity-via-neuron-identifiability,m=3-5,FJLz8swPpd,2,6,False,verified,verified,verified,True
rahit/repro-beyond-structural-symmetries-linear-mode-connectivity-via-neuron-identifiability,m=3-5,FJLz8swPpd,3,6,False,verified,verified,verified,True
rahit/repro-beyond-structural-symmetries-linear-mode-connectivity-via-neuron-identifiability,m=3-5,FJLz8swPpd,4,6,False,toy,toy,verified,True
rahit/repro-beyond-structural-symmetries-linear-mode-connectivity-via-neuron-identifiability,m=3-5,FJLz8swPpd,5,6,False,verified,verified,verified,True
rahit/repro-beyond-structural-symmetries-linear-mode-connectivity-via-neuron-identifiability,m=3-5,FJLz8swPpd,6,6,False,inconclusive,inconclusive,inconclusive,True
ai-sherpa/fair-transit-stop-placement-clustering-repro,m=3-5,SKH7vcWZSv,1,5,False,verified,verified,verified,True
ai-sherpa/fair-transit-stop-placement-clustering-repro,m=3-5,SKH7vcWZSv,2,5,False,verified,verified,verified,True
ai-sherpa/fair-transit-stop-placement-clustering-repro,m=3-5,SKH7vcWZSv,3,5,False,verified,verified,verified,True
ai-sherpa/fair-transit-stop-placement-clustering-repro,m=3-5,SKH7vcWZSv,4,5,False,verified,verified,verified,True
ai-sherpa/fair-transit-stop-placement-clustering-repro,m=3-5,SKH7vcWZSv,5,5,False,verified,verified,verified,True
snaykey/repro-enmf,m=3-5,qhG8ONjZK0,1,6,False,toy,toy,toy,True
snaykey/repro-enmf,m=3-5,qhG8ONjZK0,2,6,False,toy,toy,toy,True
snaykey/repro-enmf,m=3-5,qhG8ONjZK0,3,6,False,toy,toy,toy,True
snaykey/repro-enmf,m=3-5,qhG8ONjZK0,4,6,False,verified,verified,verified,True
snaykey/repro-enmf,m=3-5,qhG8ONjZK0,5,6,False,toy,toy,toy,True
snaykey/repro-enmf,m=3-5,qhG8ONjZK0,6,6,False,toy,toy,toy,True
Storm1t/repro-achieving-logarithmic-regret-in-kl-regularized-zero-sum-markov-games,m=3-5,GcCBoFM8u9,1,5,False,verified,verified,verified,True
Storm1t/repro-achieving-logarithmic-regret-in-kl-regularized-zero-sum-markov-games,m=3-5,GcCBoFM8u9,2,5,False,falsified,falsified,inconclusive,True
Storm1t/repro-achieving-logarithmic-regret-in-kl-regularized-zero-sum-markov-games,m=3-5,GcCBoFM8u9,3,5,False,inconclusive,inconclusive,inconclusive,True
Storm1t/repro-achieving-logarithmic-regret-in-kl-regularized-zero-sum-markov-games,m=3-5,GcCBoFM8u9,4,5,False,toy,toy,toy,True
Storm1t/repro-achieving-logarithmic-regret-in-kl-regularized-zero-sum-markov-games,m=3-5,GcCBoFM8u9,5,5,False,verified,verified,toy,True
algorise/repro-on-the-interaction-of-batch-noise-adaptivity-and-compression-under-l-0-l-1-smoothness-an-s,m=3-5,Pmsc4yytlf,1,5,False,toy,toy,toy,True
algorise/repro-on-the-interaction-of-batch-noise-adaptivity-and-compression-under-l-0-l-1-smoothness-an-s,m=3-5,Pmsc4yytlf,2,5,False,toy,toy,toy,True
algorise/repro-on-the-interaction-of-batch-noise-adaptivity-and-compression-under-l-0-l-1-smoothness-an-s,m=3-5,Pmsc4yytlf,3,5,False,toy,toy,toy,True
algorise/repro-on-the-interaction-of-batch-noise-adaptivity-and-compression-under-l-0-l-1-smoothness-an-s,m=3-5,Pmsc4yytlf,4,5,False,toy,toy,toy,True
algorise/repro-on-the-interaction-of-batch-noise-adaptivity-and-compression-under-l-0-l-1-smoothness-an-s,m=3-5,Pmsc4yytlf,5,5,False,falsified,toy,inconclusive,False
ParetoOptimal/repro-llapdiff,m=3-5,t73XUJvyQr,1,5,False,toy,verified,verified,False
ParetoOptimal/repro-llapdiff,m=3-5,t73XUJvyQr,2,5,False,toy,verified,verified,False
ParetoOptimal/repro-llapdiff,m=3-5,t73XUJvyQr,3,5,False,inconclusive,inconclusive,inconclusive,True
ParetoOptimal/repro-llapdiff,m=3-5,t73XUJvyQr,4,5,False,toy,toy,toy,True
ParetoOptimal/repro-llapdiff,m=3-5,t73XUJvyQr,5,5,False,toy,toy,verified,True
SabaPivot/repro-efficient-neural-controlled-differential-equations-via-attentive-kernel-smoothing,m=3-5,e6hVbhHEXh,1,6,False,verified,verified,verified,True
SabaPivot/repro-efficient-neural-controlled-differential-equations-via-attentive-kernel-smoothing,m=3-5,e6hVbhHEXh,2,6,False,verified,verified,verified,True
SabaPivot/repro-efficient-neural-controlled-differential-equations-via-attentive-kernel-smoothing,m=3-5,e6hVbhHEXh,3,6,False,falsified,falsified,falsified,True
SabaPivot/repro-efficient-neural-controlled-differential-equations-via-attentive-kernel-smoothing,m=3-5,e6hVbhHEXh,4,6,False,falsified,falsified,falsified,True
SabaPivot/repro-efficient-neural-controlled-differential-equations-via-attentive-kernel-smoothing,m=3-5,e6hVbhHEXh,5,6,False,verified,verified,verified,True
SabaPivot/repro-efficient-neural-controlled-differential-equations-via-attentive-kernel-smoothing,m=3-5,e6hVbhHEXh,6,6,False,verified,verified,verified,True
ProCreations/repro-networked-information-aggregation-for-binary-classification,m=3-5,mrtg4NmvAe,1,5,False,toy,toy,verified,True
ProCreations/repro-networked-information-aggregation-for-binary-classification,m=3-5,mrtg4NmvAe,2,5,False,toy,toy,verified,True
ProCreations/repro-networked-information-aggregation-for-binary-classification,m=3-5,mrtg4NmvAe,3,5,False,verified,verified,verified,True
ProCreations/repro-networked-information-aggregation-for-binary-classification,m=3-5,mrtg4NmvAe,4,5,False,verified,verified,verified,True
ProCreations/repro-networked-information-aggregation-for-binary-classification,m=3-5,mrtg4NmvAe,5,5,False,verified,verified,verified,True
amkkk/repro-kan-gd-bounds,m=3-5,ya4nicrVDf,1,5,False,toy,toy,toy,True
amkkk/repro-kan-gd-bounds,m=3-5,ya4nicrVDf,2,5,False,toy,toy,toy,True
amkkk/repro-kan-gd-bounds,m=3-5,ya4nicrVDf,3,5,False,toy,toy,toy,True
amkkk/repro-kan-gd-bounds,m=3-5,ya4nicrVDf,4,5,False,toy,toy,toy,True
amkkk/repro-kan-gd-bounds,m=3-5,ya4nicrVDf,5,5,False,inconclusive,verified,toy,False
rahit/repro-sampling-and-identity-testing-without-approximate-tensorization-of-entropy,m=3-5,2wDrJ5lZaF,1,5,False,toy,toy,toy,True
rahit/repro-sampling-and-identity-testing-without-approximate-tensorization-of-entropy,m=3-5,2wDrJ5lZaF,2,5,False,verified,verified,verified,True
rahit/repro-sampling-and-identity-testing-without-approximate-tensorization-of-entropy,m=3-5,2wDrJ5lZaF,3,5,False,toy,toy,toy,True
rahit/repro-sampling-and-identity-testing-without-approximate-tensorization-of-entropy,m=3-5,2wDrJ5lZaF,4,5,False,toy,toy,toy,True
rahit/repro-sampling-and-identity-testing-without-approximate-tensorization-of-entropy,m=3-5,2wDrJ5lZaF,5,5,False,verified,verified,verified,True
DineshAI/PUIivg3GrO,m=3-5,PUIivg3GrO,1,5,False,verified,verified,verified,True
DineshAI/PUIivg3GrO,m=3-5,PUIivg3GrO,2,5,False,falsified,falsified,falsified,True
DineshAI/PUIivg3GrO,m=3-5,PUIivg3GrO,3,5,False,falsified,falsified,falsified,True
DineshAI/PUIivg3GrO,m=3-5,PUIivg3GrO,4,5,False,inconclusive,inconclusive,inconclusive,True
DineshAI/PUIivg3GrO,m=3-5,PUIivg3GrO,5,5,False,falsified,falsified,falsified,True
nizda/repro-beyond-majority-voting,m=3-5,ZVyd4r9Xl5,1,6,False,verified,verified,verified,True
nizda/repro-beyond-majority-voting,m=3-5,ZVyd4r9Xl5,2,6,False,verified,verified,verified,True
nizda/repro-beyond-majority-voting,m=3-5,ZVyd4r9Xl5,3,6,False,verified,verified,verified,True
nizda/repro-beyond-majority-voting,m=3-5,ZVyd4r9Xl5,4,6,False,toy,toy,toy,True
nizda/repro-beyond-majority-voting,m=3-5,ZVyd4r9Xl5,5,6,False,toy,toy,toy,True
nizda/repro-beyond-majority-voting,m=3-5,ZVyd4r9Xl5,6,6,False,verified,verified,verified,True
Srishti280992/repro-prototype-grounded-concept-models-for-verifiable-concept-alignment,m=3-5,2A9FaOnzby,1,6,False,verified,verified,verified,True
Srishti280992/repro-prototype-grounded-concept-models-for-verifiable-concept-alignment,m=3-5,2A9FaOnzby,2,6,False,verified,verified,verified,True
Srishti280992/repro-prototype-grounded-concept-models-for-verifiable-concept-alignment,m=3-5,2A9FaOnzby,3,6,False,verified,verified,verified,True
Srishti280992/repro-prototype-grounded-concept-models-for-verifiable-concept-alignment,m=3-5,2A9FaOnzby,4,6,False,falsified,falsified,falsified,True
Srishti280992/repro-prototype-grounded-concept-models-for-verifiable-concept-alignment,m=3-5,2A9FaOnzby,5,6,False,verified,verified,verified,True
Srishti280992/repro-prototype-grounded-concept-models-for-verifiable-concept-alignment,m=3-5,2A9FaOnzby,6,6,False,falsified,falsified,falsified,True
amkkk/repro-clustering-in-deep-stochastic-transformers,m=3-5,opfSL15Uc4,1,5,False,verified,verified,verified,True
amkkk/repro-clustering-in-deep-stochastic-transformers,m=3-5,opfSL15Uc4,2,5,False,verified,verified,verified,True
amkkk/repro-clustering-in-deep-stochastic-transformers,m=3-5,opfSL15Uc4,3,5,False,toy,toy,toy,True
amkkk/repro-clustering-in-deep-stochastic-transformers,m=3-5,opfSL15Uc4,4,5,False,verified,verified,verified,True
amkkk/repro-clustering-in-deep-stochastic-transformers,m=3-5,opfSL15Uc4,5,5,False,falsified,falsified,toy,True
agharsallah/piwlehb4db-logbook,m=3-5,piWlEHb4Db,1,6,False,verified,verified,verified,True
agharsallah/piwlehb4db-logbook,m=3-5,piWlEHb4Db,2,6,False,verified,verified,verified,True
agharsallah/piwlehb4db-logbook,m=3-5,piWlEHb4Db,3,6,False,verified,verified,verified,True
agharsallah/piwlehb4db-logbook,m=3-5,piWlEHb4Db,4,6,False,verified,verified,verified,True
agharsallah/piwlehb4db-logbook,m=3-5,piWlEHb4Db,5,6,False,toy,toy,toy,True
agharsallah/piwlehb4db-logbook,m=3-5,piWlEHb4Db,6,6,False,toy,toy,toy,True
Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,m=3-5,3EcT46wsdc,1,5,False,verified,verified,verified,True
Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,m=3-5,3EcT46wsdc,2,5,False,inconclusive,inconclusive,inconclusive,True
Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,m=3-5,3EcT46wsdc,3,5,False,verified,verified,verified,True
Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,m=3-5,3EcT46wsdc,4,5,False,toy,toy,inconclusive,True
Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,m=3-5,3EcT46wsdc,5,5,False,falsified,falsified,inconclusive,True
MarxistLeninist/repro-agd-l0l1-smoothness,m=3-5,L0T4pmqkMg,1,5,False,inconclusive,toy,inconclusive,False
MarxistLeninist/repro-agd-l0l1-smoothness,m=3-5,L0T4pmqkMg,2,5,False,inconclusive,toy,inconclusive,False
MarxistLeninist/repro-agd-l0l1-smoothness,m=3-5,L0T4pmqkMg,3,5,False,verified,toy,verified,False
MarxistLeninist/repro-agd-l0l1-smoothness,m=3-5,L0T4pmqkMg,4,5,False,verified,toy,verified,False
MarxistLeninist/repro-agd-l0l1-smoothness,m=3-5,L0T4pmqkMg,5,5,False,inconclusive,inconclusive,inconclusive,True
nstp/repro-learning-unanimously-acceptable-lotteries-via-queries,m=3-5,daiccpXZfU,1,5,False,toy,toy,toy,True
nstp/repro-learning-unanimously-acceptable-lotteries-via-queries,m=3-5,daiccpXZfU,2,5,False,toy,toy,toy,True
nstp/repro-learning-unanimously-acceptable-lotteries-via-queries,m=3-5,daiccpXZfU,3,5,False,verified,toy,toy,False
nstp/repro-learning-unanimously-acceptable-lotteries-via-queries,m=3-5,daiccpXZfU,4,5,False,inconclusive,inconclusive,inconclusive,True
nstp/repro-learning-unanimously-acceptable-lotteries-via-queries,m=3-5,daiccpXZfU,5,5,False,toy,toy,toy,True
amkkk/repro-a-formal-comparison-between-chain-of-thought-and-latent-thought,m=3-5,d6BqyajwMj,1,6,False,toy,toy,toy,True
amkkk/repro-a-formal-comparison-between-chain-of-thought-and-latent-thought,m=3-5,d6BqyajwMj,2,6,False,toy,toy,toy,True
amkkk/repro-a-formal-comparison-between-chain-of-thought-and-latent-thought,m=3-5,d6BqyajwMj,3,6,False,toy,toy,toy,True
amkkk/repro-a-formal-comparison-between-chain-of-thought-and-latent-thought,m=3-5,d6BqyajwMj,4,6,False,toy,toy,toy,True
amkkk/repro-a-formal-comparison-between-chain-of-thought-and-latent-thought,m=3-5,d6BqyajwMj,5,6,False,toy,toy,toy,True
amkkk/repro-a-formal-comparison-between-chain-of-thought-and-latent-thought,m=3-5,d6BqyajwMj,6,6,False,toy,toy,toy,True
ProCreations/icml2026-repro-sj7ngz2eqx,m=3-5,sJ7ngz2eQx,1,6,False,verified,verified,verified,True
ProCreations/icml2026-repro-sj7ngz2eqx,m=3-5,sJ7ngz2eQx,2,6,False,verified,verified,verified,True
ProCreations/icml2026-repro-sj7ngz2eqx,m=3-5,sJ7ngz2eQx,3,6,False,verified,verified,verified,True
ProCreations/icml2026-repro-sj7ngz2eqx,m=3-5,sJ7ngz2eQx,4,6,False,falsified,falsified,falsified,True
ProCreations/icml2026-repro-sj7ngz2eqx,m=3-5,sJ7ngz2eQx,5,6,False,falsified,falsified,falsified,True
ProCreations/icml2026-repro-sj7ngz2eqx,m=3-5,sJ7ngz2eQx,6,6,False,verified,verified,verified,True
Crusadersk/icml26-nonparam-recalibration-repro,m=3-5,fTl7NXYtAB,1,5,False,inconclusive,inconclusive,inconclusive,True
Crusadersk/icml26-nonparam-recalibration-repro,m=3-5,fTl7NXYtAB,2,5,False,inconclusive,inconclusive,inconclusive,True
Crusadersk/icml26-nonparam-recalibration-repro,m=3-5,fTl7NXYtAB,3,5,False,verified,verified,verified,True
Crusadersk/icml26-nonparam-recalibration-repro,m=3-5,fTl7NXYtAB,4,5,False,toy,toy,toy,True
Crusadersk/icml26-nonparam-recalibration-repro,m=3-5,fTl7NXYtAB,5,5,False,falsified,falsified,falsified,True
ai-sherpa/quantum-nested-expectations-repro,m=3-5,Yd1jFl0jBt,1,5,False,falsified,falsified,falsified,True
ai-sherpa/quantum-nested-expectations-repro,m=3-5,Yd1jFl0jBt,2,5,False,verified,verified,verified,True
ai-sherpa/quantum-nested-expectations-repro,m=3-5,Yd1jFl0jBt,3,5,False,verified,verified,verified,True
ai-sherpa/quantum-nested-expectations-repro,m=3-5,Yd1jFl0jBt,4,5,False,falsified,falsified,falsified,True
ai-sherpa/quantum-nested-expectations-repro,m=3-5,Yd1jFl0jBt,5,5,False,falsified,falsified,falsified,True
ai-sherpa/kernel-regression-uniform-bounds-repro,m=3-5,miVCnnDatA,1,3,False,verified,verified,verified,True
ai-sherpa/kernel-regression-uniform-bounds-repro,m=3-5,miVCnnDatA,2,3,False,verified,verified,verified,True
ai-sherpa/kernel-regression-uniform-bounds-repro,m=3-5,miVCnnDatA,3,3,False,verified,verified,verified,True
michaldobiezynski/repro-outcome-aware-spectral-feature-learning-for-instrumental-variable-regression,m=3-5,FiCxlfjkhc,1,6,False,verified,verified,verified,True
michaldobiezynski/repro-outcome-aware-spectral-feature-learning-for-instrumental-variable-regression,m=3-5,FiCxlfjkhc,2,6,False,verified,verified,verified,True
michaldobiezynski/repro-outcome-aware-spectral-feature-learning-for-instrumental-variable-regression,m=3-5,FiCxlfjkhc,3,6,False,verified,verified,verified,True
michaldobiezynski/repro-outcome-aware-spectral-feature-learning-for-instrumental-variable-regression,m=3-5,FiCxlfjkhc,4,6,False,toy,toy,toy,True
michaldobiezynski/repro-outcome-aware-spectral-feature-learning-for-instrumental-variable-regression,m=3-5,FiCxlfjkhc,5,6,False,verified,verified,verified,True
michaldobiezynski/repro-outcome-aware-spectral-feature-learning-for-instrumental-variable-regression,m=3-5,FiCxlfjkhc,6,6,False,inconclusive,inconclusive,inconclusive,True
rdubwiley/a-task-centric-theory-for-iterative-self-improvement-with-easy-to-hard-curricula-repro,m=6-10,hUjHHGOocl,1,5,True,toy,toy,toy,True
rdubwiley/a-task-centric-theory-for-iterative-self-improvement-with-easy-to-hard-curricula-repro,m=6-10,hUjHHGOocl,2,5,True,toy,toy,toy,True
rdubwiley/a-task-centric-theory-for-iterative-self-improvement-with-easy-to-hard-curricula-repro,m=6-10,hUjHHGOocl,3,5,True,toy,toy,toy,True
rdubwiley/a-task-centric-theory-for-iterative-self-improvement-with-easy-to-hard-curricula-repro,m=6-10,hUjHHGOocl,4,5,True,inconclusive,inconclusive,inconclusive,True
rdubwiley/a-task-centric-theory-for-iterative-self-improvement-with-easy-to-hard-curricula-repro,m=6-10,hUjHHGOocl,5,5,True,toy,toy,toy,True
DineshAI/82Wosp2Iu1,m=6-10,82Wosp2Iu1,1,6,True,verified,verified,verified,True
DineshAI/82Wosp2Iu1,m=6-10,82Wosp2Iu1,2,6,True,verified,verified,verified,True
DineshAI/82Wosp2Iu1,m=6-10,82Wosp2Iu1,3,6,True,verified,verified,verified,True
DineshAI/82Wosp2Iu1,m=6-10,82Wosp2Iu1,4,6,True,verified,verified,verified,True
DineshAI/82Wosp2Iu1,m=6-10,82Wosp2Iu1,5,6,True,verified,verified,verified,True
DineshAI/82Wosp2Iu1,m=6-10,82Wosp2Iu1,6,6,True,verified,verified,verified,True
sotayamashita/repro-a-short-and-unified-convergence-analysis-of-the-sag-saga-and-iag-algorithms,m=6-10,Y37XC7b9Xl,1,5,True,toy,toy,toy,True
sotayamashita/repro-a-short-and-unified-convergence-analysis-of-the-sag-saga-and-iag-algorithms,m=6-10,Y37XC7b9Xl,2,5,True,toy,toy,toy,True
sotayamashita/repro-a-short-and-unified-convergence-analysis-of-the-sag-saga-and-iag-algorithms,m=6-10,Y37XC7b9Xl,3,5,True,toy,toy,toy,True
sotayamashita/repro-a-short-and-unified-convergence-analysis-of-the-sag-saga-and-iag-algorithms,m=6-10,Y37XC7b9Xl,4,5,True,toy,toy,toy,True
sotayamashita/repro-a-short-and-unified-convergence-analysis-of-the-sag-saga-and-iag-algorithms,m=6-10,Y37XC7b9Xl,5,5,True,toy,toy,toy,True
michaldobiezynski/repro-convex-basins-in-single-index-model-loss-landscapes-applications-to-robust,m=6-10,FtfV0UuRGz,1,5,True,verified,verified,verified,True
michaldobiezynski/repro-convex-basins-in-single-index-model-loss-landscapes-applications-to-robust,m=6-10,FtfV0UuRGz,2,5,True,toy,toy,inconclusive,True
michaldobiezynski/repro-convex-basins-in-single-index-model-loss-landscapes-applications-to-robust,m=6-10,FtfV0UuRGz,3,5,True,inconclusive,inconclusive,inconclusive,True
michaldobiezynski/repro-convex-basins-in-single-index-model-loss-landscapes-applications-to-robust,m=6-10,FtfV0UuRGz,4,5,True,toy,toy,inconclusive,True
michaldobiezynski/repro-convex-basins-in-single-index-model-loss-landscapes-applications-to-robust,m=6-10,FtfV0UuRGz,5,5,True,verified,verified,verified,True
DineshAI/TBSyYj4VV6,m=6-10,TBSyYj4VV6,1,6,True,falsified,falsified,falsified,True
DineshAI/TBSyYj4VV6,m=6-10,TBSyYj4VV6,2,6,True,inconclusive,inconclusive,inconclusive,True
DineshAI/TBSyYj4VV6,m=6-10,TBSyYj4VV6,3,6,True,inconclusive,inconclusive,inconclusive,True
DineshAI/TBSyYj4VV6,m=6-10,TBSyYj4VV6,4,6,True,inconclusive,inconclusive,inconclusive,True
DineshAI/TBSyYj4VV6,m=6-10,TBSyYj4VV6,5,6,True,inconclusive,inconclusive,inconclusive,True
DineshAI/TBSyYj4VV6,m=6-10,TBSyYj4VV6,6,6,True,inconclusive,inconclusive,inconclusive,True
DineshAI/wnfPEhGqic,m=6-10,wnfPEhGqic,1,5,True,verified,verified,verified,True
DineshAI/wnfPEhGqic,m=6-10,wnfPEhGqic,2,5,True,verified,verified,verified,True
DineshAI/wnfPEhGqic,m=6-10,wnfPEhGqic,3,5,True,verified,verified,verified,True
DineshAI/wnfPEhGqic,m=6-10,wnfPEhGqic,4,5,True,verified,verified,verified,True
DineshAI/wnfPEhGqic,m=6-10,wnfPEhGqic,5,5,True,verified,verified,verified,True
amkkk/repro-probabilistic-modeling-of-latent-agentic-substructures,m=6-10,sW8U2TYDMp,1,6,True,verified,verified,verified,True
amkkk/repro-probabilistic-modeling-of-latent-agentic-substructures,m=6-10,sW8U2TYDMp,2,6,True,verified,verified,verified,True
amkkk/repro-probabilistic-modeling-of-latent-agentic-substructures,m=6-10,sW8U2TYDMp,3,6,True,verified,verified,verified,True
amkkk/repro-probabilistic-modeling-of-latent-agentic-substructures,m=6-10,sW8U2TYDMp,4,6,True,toy,toy,verified,True
amkkk/repro-probabilistic-modeling-of-latent-agentic-substructures,m=6-10,sW8U2TYDMp,5,6,True,toy,toy,verified,True
amkkk/repro-probabilistic-modeling-of-latent-agentic-substructures,m=6-10,sW8U2TYDMp,6,6,True,verified,verified,verified,True
sabaridsnfuji/repro-rotation-invariant-spherical-watermarking-via-third-order-so-3-representation-coupli,m=6-10,SBfIuo2Ets,1,6,True,toy,verified,verified,False
sabaridsnfuji/repro-rotation-invariant-spherical-watermarking-via-third-order-so-3-representation-coupli,m=6-10,SBfIuo2Ets,2,6,True,verified,verified,verified,True
sabaridsnfuji/repro-rotation-invariant-spherical-watermarking-via-third-order-so-3-representation-coupli,m=6-10,SBfIuo2Ets,3,6,True,toy,toy,toy,True
sabaridsnfuji/repro-rotation-invariant-spherical-watermarking-via-third-order-so-3-representation-coupli,m=6-10,SBfIuo2Ets,4,6,True,toy,toy,toy,True
sabaridsnfuji/repro-rotation-invariant-spherical-watermarking-via-third-order-so-3-representation-coupli,m=6-10,SBfIuo2Ets,5,6,True,toy,toy,toy,True
sabaridsnfuji/repro-rotation-invariant-spherical-watermarking-via-third-order-so-3-representation-coupli,m=6-10,SBfIuo2Ets,6,6,True,toy,toy,toy,True
ProCreations/repro-keep-everyone-happy-online-fair-division-of-numerous-items-with-few-copies,m=6-10,2XMLJj67yY,1,5,True,verified,verified,verified,True
ProCreations/repro-keep-everyone-happy-online-fair-division-of-numerous-items-with-few-copies,m=6-10,2XMLJj67yY,2,5,True,verified,verified,verified,True
ProCreations/repro-keep-everyone-happy-online-fair-division-of-numerous-items-with-few-copies,m=6-10,2XMLJj67yY,3,5,True,verified,verified,verified,True
