arm,band,orid,space_id,sha,paper_title,inscope_claims,total_claims,judged_at
primary,m=3-5,sg94PRd3kD,sotayamashita/icml26-repro-c08840,1f325bd400f5ed127983ac37eeae42f5aade67a3,Understanding the Performance Gap in Preference Learning: A Dichotomy of RLHF and DPO,4,4,2026-07-24T01:40:54+00:00
primary,m=3-5,pws8t4kBP4,snaykey/repro-polyilr-aitchison,ba5bddc608da64d71472cc58e430bceeadf16a61,Tree-Structured Orthonormal Decomposition of the Aitchison Simplex,6,6,2026-08-01T16:58:56+00:00
primary,m=6-10,hUjHHGOocl,rdubwiley/a-task-centric-theory-for-iterative-self-improvement-with-easy-to-hard-curricula-repro,29b0ca82461ddf4467385263231eeaa80545d7ef,A Task-centric Theory for Iterative Self-Improvement with Easy-to-Hard Curricula,5,5,2026-07-24T14:09:46+00:00
primary,m=6-10,82Wosp2Iu1,DineshAI/82Wosp2Iu1,c0901fb96613c912219b03e3a2b14e356ff133c9,Asymptotic Optimality of the High-Dimensional Gaussian Mechanism and Improved Low-Dimensional Mechanisms for Differential Privacy,6,6,2026-07-28T19:32:31+00:00
primary,m=6-10,Y37XC7b9Xl,sotayamashita/repro-a-short-and-unified-convergence-analysis-of-the-sag-saga-and-iag-algorithms,b81a5d29b357298f618f527ba021c6c47ec39b05,"A Short and Unified Convergence Analysis of the SAG, SAGA, and IAG Algorithms",5,5,2026-07-31T15:10:52+00:00
primary,m=6-10,FtfV0UuRGz,michaldobiezynski/repro-convex-basins-in-single-index-model-loss-landscapes-applications-to-robust,9c208b0384c6772e41f118e82b0dbc708ebbd757,Convex Basins in Single-Index Model Loss Landscapes: Applications to Robust Recovery under Strong Adversarial Corruption,5,5,2026-07-28T22:54:45+00:00
primary,m=6-10,TBSyYj4VV6,DineshAI/TBSyYj4VV6,b2a648c9b5aaf7516cb585d5cb3cc1672f5f3114,Accelerating Regression Tasks with Quantum Algorithms,6,6,2026-07-31T04:44:53+00:00
primary,m=6-10,wnfPEhGqic,DineshAI/wnfPEhGqic,15630a8ad54b8a8c3e590b6469fd754f2dadd402,Impact of Connectivity on Laplacian Representations in Reinforcement Learning,5,5,2026-07-27T08:13:06+00:00
primary,m=6-10,sW8U2TYDMp,amkkk/repro-probabilistic-modeling-of-latent-agentic-substructures,06d2c41cf3275763997a3582f2d9341151c27fdc,Probabilistic Modeling of Latent Agentic Substructures in Deep Neural Networks,6,6,2026-07-24T00:41:59+00:00
primary,m=6-10,SBfIuo2Ets,sabaridsnfuji/repro-rotation-invariant-spherical-watermarking-via-third-order-so-3-representation-coupli,c1095e0052620094278d368d971460cb980b25dd,Rotation-Invariant Spherical Watermarking via Third-Order SO(3) Representation Coupling,6,6,2026-08-01T21:10:54+00:00
primary,m=6-10,2XMLJj67yY,ProCreations/repro-keep-everyone-happy-online-fair-division-of-numerous-items-with-few-copies,0d8b2797a06e8643eb0b566b5e4728fd2a16bf3e,Keep Everyone Happy: Online Fair Division of Numerous Items with Few Copies,5,5,2026-07-21T11:18:04+00:00
primary,m=6-10,Q15yX0AZdr,rahit/repro-stochastic-gradient-methods-under-heavy-tailed-noises-in-weakly-convex-optimization,bf10519b85781b51b1da7a06738954f332009649,Stochastic Gradient Methods under Heavy-Tailed Noises in Weakly Convex Optimization,5,5,2026-07-24T17:14:13+00:00
primary,m=6-10,nDfDnsyllY,michaldobiezynski/repro-riemannian-dueling-optimization,27bb53122e87347317439ae1d016326b7a016614,Riemannian Dueling Optimization,6,6,2026-07-23T11:16:47+00:00
primary,m=6-10,QaHFVheV8X,imadreamerboy/repro-saqnn-spectral-adaptive-quantum-neural-network-as-a-universal-approximator,e027baf85169cb11bfbce1faa37ca3f31e8f57a5,SAQNN: Spectral Adaptive Quantum Neural Network as a Universal Approximator,5,5,2026-07-22T14:56:54+00:00
primary,m=6-10,UHQDfvZBFi,ProCreations/repro-gaussian-universality-breakdown-native,5e06bb2cb5fa03986b6ab188ef798fe5f996ec3b,Characterization of Gaussian Universality Breakdown in High-Dimensional Empirical Risk Minimization,5,5,2026-07-31T07:09:08+00:00
primary,m=6-10,zl3akehFBq,Srishti280992/repro-diffusion-flow-matching-dimension-improved-kl-bounds-and-wasserstein-guarantees,fd8b88273f54004dc8f43fd79fde5cf733eb86b6,Diffusion Flow Matching: Dimension-Improved KL Bounds and Wasserstein Guarantees,6,6,2026-07-27T02:02:11+00:00
primary,m=6-10,mXn4ueFKnQ,SabaPivot/repro-skewness-robust-causal-discovery-in-location-scale-noise-models,735991fd693006b27cd73f94c64153687b5b3b4a,Skewness-Robust Causal Discovery in Location-Scale Noise Models,6,6,2026-07-29T16:28:40+00:00
primary,m=6-10,cGOX9bOWnj,snaykey/repro-dynamic-regret-d2d-adam,eb2e05e9bf028903a2c02247d17213023e5d9263,Dynamic Regret via Discounted-to-Dynamic Reduction with Applications to Curved Losses and Adam Optimizer,5,5,2026-07-29T18:35:49+00:00
primary,m=6-10,XEbD5cYpgV,RyeCatcher/repro-estimation-of-treatment-effects-under-nonstationarity-via-the-truncated-policy-gradient-es,8d01db9d32bf8b9e299571611b61c66f3e5041f1,Estimation of Treatment Effects Under Nonstationarity via the Truncated Policy Gradient Estimator,5,5,2026-07-29T08:11:42+00:00
primary,m=6-10,A8AxU1GUUl,agharsallah/a8axu1guul-logbook,829457440d5b079e7cdf3bea890dc3914324da52,A Theoretical Framework for Statistical Evaluability of Generative Models,5,5,2026-07-25T00:15:31+00:00
primary,m=6-10,eNvxTIZugB,ProCreations/repro-svrg-and-beyond-via-posterior-correction,59f88c470fef89419dbd7e1b2db66b417c4247ea,DAL: A Practical Prior-Free Black-Box Framework for Piecewise Stationary Bandits,6,6,2026-07-30T20:10:16+00:00
primary,m=6-10,b3EvCd8sYE,RyeCatcher/repro-evaluating-bivariate-causal-statements-based-on-mutual-compatibility,f44ff448740fce40734865a64890044367a6568e,Evaluating Bivariate Causal Statements Based on Mutual Compatibility,6,6,2026-08-01T15:35:24+00:00
primary,m=6-10,tI5CFbRhmV,vissutagunawan/tI5CFbRhmV,bf7a8a5b6f6bffd7c46472ac5022d5542650d2c2,Rethinking Code Complexity Through the Lens of Large Language Models,6,6,2026-07-23T17:37:09+00:00
primary,m=6-10,1KRpajnd6u,Srishti280992/repro-fluxnet-learning-capacity-constrained-local-transport-operators-for-conservative-and-bound,65636b8919500e15e8733c687eee338727530976,FluxNet: Learning Capacity-Constrained Local Transport Operators for Conservative and Bounded PDE Surrogates,6,6,2026-07-31T20:03:21+00:00
primary,m=6-10,vSzRJyg6k0,WissalAlia/repro-raco-conflicting-objectives,b1dab0cb0b2b75009fd52ff63ae8021447d139dc,Reward-free Alignment for Conflicting Objectives,3,3,2026-07-17T07:06:10+00:00
primary,m=6-10,hMTCuqjCW8,SabaPivot/repro-adalina-adaptive-linear-approximation-for-the-shapley-value-and-beyond,9b012c9fb028a892607bb10a9b63506ab0297d3d,Adalina: Adaptive Linear Approximation for the Shapley Value and Beyond,5,5,2026-07-30T02:28:52+00:00
primary,m=6-10,ov240fehF6,ai-sherpa/repro-more,b7aa9e1e208ffe65214c47a434cdc6e9e1d88753,MORE: A Multilingual Document Parsing Benchmark and Evaluation,6,6,2026-07-31T04:36:37+00:00
primary,m=6-10,GW3umRqsZZ,byte-vortex/repro-high-accuracy-sampling-for-diffusion-models-and-log-concave-distributions,d888cf14ee4022a98f26d27a3ab5b4ca03793777,High-Accuracy Sampling for Diffusion Models and Log-Concave Distributions,5,5,2026-07-31T15:52:11+00:00
primary,m=6-10,a7ZTOzb2nl,DineshAI/a7ZTOzb2nl,ae869778fd4ad17a3855cff6e1423f203aaf1951,Proximal-IMH: Proximal Posterior Proposals for Independent Metropolis–Hastings with Approximate Operators,6,6,2026-07-24T20:21:57+00:00
primary,m=6-10,5vI6ApLOg8,Crusadersk/icml26-power-iteration-clustering-digraph-repro,4a09c431c5fcfc558f4f282bd7f48a717ee6337f,Parametrized Power-Iteration Clustering for Directed Graphs,6,6,2026-07-23T20:39:40+00:00
primary,m=6-10,63o9EmYHXt,ParetoOptimal/repro-63o9emyhxt,a88401ca92a227fadadecb2e5cfd24fa65010e8d,Universal Representation of Generalized Convex Functions and their Gradients,6,6,2026-07-29T17:39:03+00:00
primary,m=6-10,nEQYu4ndGA,snaykey/repro-talda-minimax,75ceb5921e7e5e6948fa417f7828323d6b43d6e4,Revisiting Zeroth-Order Hessian Approximation: A Single-Step Policy Optimization Lens,6,6,2026-07-26T06:42:50+00:00
primary,m=6-10,MyBVUgacQ9,neonforestmist/repro-last-iterate-convergence-admm-multi-affine-quadr,786aa952c231f9868dc91fa5693a5f7db0c58f7d,Last-iterate Convergence of ADMM on Multi-affine Quadratic Equality Constrained Problem,6,6,2026-07-27T19:59:47+00:00
primary,m=6-10,lWyXszYR58,rdubwiley/tight-stability-bounds-for-robust-distributed-learning-byzantine-failures-hurt-repro,4a3984dd45fc58a0f6ec24d5c288f7368d6da5c6,Tight Stability Bounds for Robust Distributed Learning: Byzantine Failures Hurt Generalization More than Data Poisoning,5,5,2026-07-24T14:13:56+00:00
primary,m=6-10,9YcP7zeO8h,ParetoOptimal/repro-9ycp7zeo8h,d6be3d8a90c907f620ca603c8fdc986a0025124a,Approximation Preserving Coresets,6,6,2026-07-29T16:43:32+00:00
primary,m=6-10,DUmWdZetqZ,JG1310/repro-fixed-budget-is-no-harder-than-fixed-confidence-in-best-arm-identification-up,8aa6ddba4583ab79e0e8a35cb3190d75349914b1,Fixed Budget is No Harder Than Fixed Confidence in Best-Arm Identification up to Logarithmic Factors,5,5,2026-07-28T13:08:38+00:00
primary,m=6-10,diF53wYIj3,Srishti280992/repro-well-posed-kl-regularized-control-via-wasserstein-and-kalman-wasserstein-kl-divergences,c23779b2e98afbe80910af6f81cf0871edc93dba,Well-Posed KL-Regularized Control via Wasserstein and Kalman–Wasserstein KL Divergences,3,3,2026-07-19T06:55:26+00:00
primary,m=6-10,ugjBMARbyt,Srishti280992/repro-linear-bandits-beyond-inner-product-spaces-the-case-of-bandit-optimal-transport,c964fc89cb17cbd45030b82b3da7b4e303fceaff,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",6,6,2026-07-28T02:25:14+00:00
primary,m=6-10,gqKLmdooqZ,amkkk/branch-and-cut-learning-repro,064e2c26545f4b1977257caf8f770972aeba9d73,Theoretical Challenges in Learning for Branch-and-Cut,3,3,2026-07-19T06:11:57+00:00
primary,m=6-10,2azIa9tfl3,pranaysuyash/2azIa9tfl3,2928a20ac6f2365afdb2f329fa0795b7385ef480,Optimizing Rank for High-Fidelity Implicit Neural Representations,4,4,2026-07-24T03:18:55+00:00
primary,m=6-10,CT2tSmahVQ,sugan04/ICML2026_22_repro,c967343e528d85c0fdb368f05e718cb6f3c3efb8,Deep sequence models tend to memorize geometrically; it is unclear why,4,4,2026-07-22T22:40:19+00:00
primary,m=6-10,5WVIbxWqwA,ai-sherpa/nash-welfare-linear-bandits-repro,04633c65369d6d406529fc6cf06c32fa5b0c663b,Improved Algorithms for Nash Welfare in Linear Bandits,5,5,2026-07-25T02:03:01+00:00
primary,m=6-10,b2YHcg9o1e,ProCreations/repro-generalized-boundary-fdr-domino,c9ff3dd5250d4ef95256e62e9bbce5527fab8207,Generalized Boundary FDR Control under Arbitrary Dependence: An Approach on Closure Principle,5,5,2026-07-31T04:24:38+00:00
primary,m=6-10,j6gXeiPJ3z,Srishti280992/repro-best-of-both-worlds-for-heavy-tailed-markov-decision-processes,cbcd4ad59a639f4d519982511b6c9b8592900e2f,Best-of-Both-Worlds for Heavy-Tailed Markov Decision Processes,5,5,2026-07-29T17:14:11+00:00
primary,m=6-10,hgMZraPlSv,ProCreations/repro-formal-problem-solving-framework-benchmark,243a534c6192a8605884918e5a44e785852fc3bc,"Beyond Theorem Proving: Formulation, Framework and Benchmark for Formal Problem-Solving",6,6,2026-07-31T03:46:14+00:00
primary,m=6-10,niQUth28zn,nstp/repro-optimal-fair-aggregation-crowdsourced-noisy-labels,97e398491ef02990fbf794ca267c7c3b8e9bb2d8,Optimal Fair Aggregation of Crowdsourced Noisy Labels using Demographic Parity Constraints,5,5,2026-07-24T09:33:31+00:00
primary,m=6-10,PVaFEuNnsD,ai-sherpa/scaling-exponents-physics-informed-repro,f8bd536a4e60c8c3ec659be8622a1adc16551a82,Discovering Scaling Exponents with Physics-Informed Müntz-Szász Networks,6,6,2026-07-24T17:12:26+00:00
primary,m=6-10,dTMrITkTr5,snaykey/repro-source-screening-shared-feature-extractors,79c0dd743f18bb9855b920cf20d5835f79c79861,On the Power of Source Screening for Learning Shared Feature Extractors,5,5,2026-07-25T13:53:08+00:00
primary,m=6-10,gC04O9t1WJ,DineshAI/gC04O9t1WJ,3e24f53a225e9d7308239a6209a55e2c96822567,Provably Learning Attention with Queries,5,5,2026-07-30T04:34:24+00:00
primary,m=6-10,hCIBCAS1Hi,Srishti280992/repro-efficient-stochastic-optimisation-via-sequential-monte-carlo,b471a680ffcf07396cbe205092203d3600b4b42b,Efficient Stochastic Optimisation via Sequential Monte Carlo,6,6,2026-07-30T22:41:13+00:00
primary,m=6-10,VX8H2713oA,SabaPivot/repro-how-to-correctly-report-llm-as-a-judge-evaluations,51dfa024a606792f3d6be5db42ece1e5806f2425,How to Correctly Report LLM-as-a-Judge Evaluations,5,5,2026-07-23T16:03:57+00:00
primary,m=6-10,K5blb595KX,tomyimkc/repro-token-sample-complexity-of-attention,126d1156cf51244fc6314a8bc9c108d47830737c,Token Sample Complexity of Attention,5,5,2026-07-29T20:03:33+00:00
primary,m=6-10,R4W0oOjCKG,SabaPivot/repro-fair-regression,26f466ccbf3c92c61f22ef3d944a0c8df8c2089c,A General Framework for Fair and Robust Regression,3,3,2026-07-16T10:11:17+00:00
primary,m=6-10,KG4CjK6j8Y,algorise/repro-delayed-momentum-aggregation-communication-efficient-byzantine-robust-federated-learning-w,0d68ec29f8ef0392e61b6abbdab072650fefc626,Delayed Momentum Aggregation: Communication-efficient Byzantine-robust Federated Learning with Partial Participation,6,6,2026-08-01T09:23:05+00:00
primary,m=6-10,XfndtVLIub,ProCreations/repro-differentiable-conformal-training-for-llm-reasoning-factuality,e87bd9302f3bb629127ff8d0356d1942a6daeccc,Differentiable Conformal Training for LLM Reasoning Factuality,6,6,2026-07-27T12:19:51+00:00
primary,m=6-10,JXN3npSRRD,ai-sherpa/bayesian-stopping-consistent-llm-answers-repro,8ac63461fcc2df1a5f1fcf2aa573744841571056,Optimal Bayesian Stopping for Efficient Inference of Consistent LLM Answers,5,5,2026-07-31T15:37:52+00:00
primary,m=6-10,CPB16KCuNk,Joshi2312/repro-gp-bandits-regret-lower-bound,efafca0559471820ccba77ead4a2a495253d7836,Tighter Regret Lower Bound for Gaussian Process Bandits with Squared Exponential Kernel in Hypersphere,4,4,2026-07-22T23:34:50+00:00
primary,m=6-10,3NQSeJOfkz,sotayamashita/repro-svrg-and-beyond-via-posterior-correction,d6231a6daffdfce5f637cc624ef22b623a62bf8a,SVRG and Beyond via Posterior Correction,4,4,2026-07-29T06:45:39+00:00
primary,m=6-10,P0eayHlqb7,neonforestmist/geometric-entropy-thermal-dense-associative-memory-repro,7fda7917fd22412a7d04b372f06d415d445cdf91,Geometric Entropy and Retrieval Phase Transitions in Continuous Thermal Dense Associative Memory,5,5,2026-07-27T21:11:52+00:00
primary,m=6-10,ga20H0vR6f,ai-sherpa/rl-reachability-asymptotic-optimality-repro,7dbe26c6eee7ac3d4664aba8ad8288c9387a747b,Reinforcement Learning for Reachability: Guaranteeing Asymptotic Optimality,5,5,2026-07-29T16:50:17+00:00
primary,m=6-10,997oprE4sh,rdubwiley/autoregressive-language-models-are-secretly-repro,002634d7fb7d56b9261cfbe28b4222a2efd650d8,Autoregressive Language Models are Secretly Energy-Based Models: Insights into the Lookahead Capabilities of Next-Token Prediction,5,5,2026-07-23T17:07:52+00:00
primary,m=6-10,okzQ1x71pS,DineshAI/okzQ1x71pS,a1e96bb5ea2a3bc5106352c8ac10194358c04c57,Generalizing Stochastic Smoothing for Differentiation and Gradient Estimation,6,6,2026-08-01T02:24:28+00:00
primary,m=6-10,Vhesstbfg6,ai-sherpa/cvar-adversarial-control-repro,343fdfe7cf5824110c750285645d4d88f3bbf540,Adversarially Robust Control of Conditional Value-at-Risk via Rockafellar-Uryasev Conformal Inference,5,5,2026-08-01T07:51:20+00:00
primary,m=6-10,mDo8XNqopd,ai-sherpa/newton-step-influence-function-attribution-repro,58ff37ea6103887f4fa710b8cc96a39272ae483b,On the Accuracy of Newton Step and Influence Function Data Attributions,5,5,2026-08-01T07:27:15+00:00
primary,m=6-10,LTHHiPNbrs,JG1310/repro-incentivized-exploration-with-stochastic-covariates-a-two-stage-mechanism,8caca948c996f27c8bf28ea8667608ba0856cad4,Incentivized Exploration with Stochastic Covariates: A Two-Stage Mechanism Design for Recommender System,5,5,2026-07-19T21:51:23+00:00
primary,m=6-10,82EJxJzG6r,DineshAI/82EJxJzG6r,f80ea6a457fe121824b86f9862ea6d6c568947f5,Expressivity-Efficiency Tradeoffs for Hybrid Sequence Models,6,6,2026-07-29T03:54:30+00:00
primary,m=6-10,lSMTccAN61,DineshAI/lSMTccAN61,dfe09c8901724cc0e515d61e5af8955d3fa5a18c,Stable Localized Conformal Prediction via Transduction,6,6,2026-08-01T02:24:22+00:00
primary,m=6-10,IQojX8HugF,amkkk/repro-variational-inference-via-gaussian-interacting-particles-in-the-bures-wasserstein-geometry,c8e3643c9cdc2b5b1d7277aa3a07c77caa0df787,Variational inference via Gaussian interacting particles in the Bures-Wasserstein geometry,6,6,2026-07-25T13:40:39+00:00
primary,m=6-10,gQXkbQSZWS,snaykey/repro-goma,fd1dd41ff1cf6a1a1ed05bacfe6d33b2b7e7a471,On the Expressive Power of Permutation-Equivariant Weight-Space Networks,6,6,2026-07-31T13:37:58+00:00
primary,m=6-10,KODJBT02ux,SabaPivot/repro-amortized-variational-inference-partial-label-learning,9b57190a4a2d2562f8f356d1c1ebefc7b03d76cc,Amortized Variational Inference for Partial-Label Learning: A Probabilistic Approach to Label Disambiguation,6,6,2026-07-30T02:30:18+00:00
primary,m=6-10,iwS6Lg1Uwx,michaldobiezynski/repro-is-spurious-correlation-removal-always-learnable,9332dbdee843fb9216d11cf6b8800d112b9abc48,Is Spurious Correlation Removal Always Learnable?,4,4,2026-07-29T23:28:14+00:00
primary,m=6-10,If4X4W2HWx,abhishekkataria16/memorybench-a-benchmark-for-me-logbook,ef05fb003d6a610fc1cdd52dd10d2e562b354d73,MemoryBench: A Benchmark for Memory and Continual Learning in LLM Systems,6,6,2026-07-23T18:32:40+00:00
primary,m=6-10,tRsnpaRO0m,snaykey/repro-graphop-gnn,a66f6b0fc60b4f0f3725a367feda95e8980493aa,A Graphop Analysis of Graph Neural Networks on Sparse Graphs: Generalization and Universal Approximation,6,6,2026-08-01T09:57:27+00:00
primary,m=6-10,QoInle2UdN,SabaPivot/repro-formalizing-and-falsifying-causal-pathways-of-rare-events,b95a5264bf5dde349abbcc85174cd5665143aee6,Formalizing and Falsifying Causal Pathways of Rare Events,6,6,2026-07-29T02:03:59+00:00
primary,m=6-10,Ir6N7U5Kea,DineshAI/Ir6N7U5Kea,5f78b17640100f78d245e0494c9e878fb52c627d,Causal Matrix Completion under Multiple Treatments via Mixed Synthetic Nearest Neighbors,6,6,2026-07-28T23:56:18+00:00
primary,m=6-10,no9dQDBxsu,tomyimkc/repro-sample-complexity-bounds-for-robust-mean-estimation-with-mean-shift-contamination,a87905c8479137a6833fc10bc300aaafd5637f41,Sample Complexity Bounds for Robust Mean Estimation with Mean-Shift Contamination,3,3,2026-07-25T18:23:16+00:00
primary,m=6-10,nbU2LNYdZN,ConductorAILabs/repro-planar-symmetric-pattern-generation,85b408e10d05c50cd3702a0769cfe8a4b3ddb040,Planar Symmetric Pattern Generation,6,6,2026-07-23T18:27:41+00:00
primary,m=6-10,mh2eIxPKMm,AceVikings/repro-quantifying-the-noise-sensitivity-of-the-wasserstein-metric-for-images,5d9cdc615cfdd0e862b962254fca03a564ecb903,Quantifying the noise sensitivity of the Wasserstein metric for images,6,6,2026-07-21T11:02:45+00:00
primary,m=6-10,69IOkVkTQX,michaldobiezynski/repro-bregman-meets-l-vy-stochastic-mirror-descent-with-heavy-tailed-noise-in,6b56338e16d9e68fff4dfee1aebda3c14f6f038c,Bregman meets Lévy: Stochastic Mirror Descent with Heavy-Tailed Noise in Continuous and Discrete Time,6,6,2026-08-01T12:49:06+00:00
primary,m=6-10,Kk5UZgkWFx,michaldobiezynski/repro-combinatorial-sparse-pca-beyond-the-spiked-identity-model,12bbd8d6be6712ee1dbacc12bb9f4538ddd19f62,Combinatorial Sparse PCA Beyond the Spiked Identity Model,5,5,2026-07-26T22:56:27+00:00
primary,m=6-10,QYA0Q28ssf,rahit/repro-quantifying-error-propagation-and-model-collapse-in-diffusion-models,8b1794049f9a1003d30eb88caa1c40d54a3d7ec5,Quantifying Error Propagation and Model Collapse in Diffusion Models,6,6,2026-07-22T18:19:14+00:00
primary,m=6-10,FhBOdaIcUw,Srishti280992/repro-optimal-design-mnl-bai,4759d0047ef0d046331f6c73feeeddf34145c8e7,Optimal Design for Multinomial Logit Model with Applications to Best Assortment Identification,6,6,2026-07-28T02:31:43+00:00
primary,m=6-10,kpgURPRMGf,Edd16/icml2026-kpgURPRMGf-repro,116b153c5f89d5607795c1a8968aee40586a0bdf,The Flexibility Trap: Rethinking the Value of Arbitrary Order in Diffusion Language Models,5,5,2026-07-23T18:20:01+00:00
primary,m=6-10,jJur8Fq7IK,MarxistLeninist/jJur8Fq7IK,c3a335158a6fe08bb1f672608af8f64009c528c0,A Fully First-Order Layer for Differentiable Optimization,6,6,2026-07-22T14:37:11+00:00
primary,m=6-10,rO2yyZiy4v,ai-sherpa/perceptron-attention-localization-repro,f95b3d07a41667b4312ba70798c2513bb649e746,Perceptrons and Localization of Attention’s Mean-Field Landscape,6,6,2026-07-29T17:22:39+00:00
primary,m=6-10,aNWIVNjocB,JacobLinCool/repro-chebyshev-policies-mountain-car,ecbe46234edc2febab96c988bf92acda6be5c251,Chebyshev Policies and the Mountain Car Problem: Reinforcement Learning for Low-Dimensional Control Tasks,5,5,2026-07-23T00:13:25+00:00
primary,m=6-10,EeuLO2BjFN,bertfil/EeuLO2BjFN,aafcc5224a0b97470889bfdb3791d837ed8f8d55,Maximum Likelihood Reinforcement Learning,5,5,2026-07-20T13:32:47+00:00
primary,m=6-10,gFPPTokv9C,michaldobiezynski/repro-expectation-consistency-loss-rethink-confidence-calibration-under-covariate,709dd34bdf042d2b9585215bd7a7ed9d241e5c6e,Expectation Consistency Loss: Rethink Confidence Calibration under Covariate Shift,6,6,2026-08-01T10:47:47+00:00
primary,m=6-10,XiD5RhcEDK,amkkk/repro-fair-decisions-from-calibrated-scores-achieving-optimal-classification-while-satisfying-su,fa736acf2ae12007307641d200e67624e354b1fc,Fair Decisions from Calibrated Scores: Achieving Optimal Classification While Satisfying Sufficiency,5,5,2026-07-20T07:25:15+00:00
primary,m=6-10,Vv4XRZDMM0,agharsallah/vv4xrzdmm0-logbook,d2b3b3092f3b7b06b7449730475e1fa46ad2ff84,Multi-Distribution Robust Conformal Prediction,6,6,2026-07-20T15:34:50+00:00
primary,m=6-10,uuD1rE5KU5,DineshAI/uuD1rE5KU5,bd56a7595c3da5a76928dbc22db8d2a8008e7a92,Hallucination is a Consequence of Space-Optimality: A Rate-Distortion Theorem for Membership Testing,5,5,2026-07-27T11:37:55+00:00
primary,m=6-10,jHUEoBLQpn,ProCreations/repro-stability-and-generalization-of-nonconvex-optimization-with-heavy-tailed-noise,1cafd27a56fab386f6bf40d1815d731681d4e03b,Stability and Generalization of Nonconvex Optimization with Heavy-Tailed Noise,5,5,2026-07-27T01:02:18+00:00
primary,m=6-10,ww57OvgpP9,gkalyanaraman3/ww57OvgpP9,a03315b7bba28a29500f2bc724e00c7e90a4b69a,SimulCost: A Cost-Aware Benchmark and Toolkit for Automating Physics Simulations with LLMs,4,4,2026-07-23T10:42:04+00:00
primary,m=6-10,nPC7M7XLEv,DineshAI/nPC7M7XLEv,819b602292066602b465aa8ac59babce4f673b95,Convex Distance Operator Transport: A Convex and Geometry-Preserving Formulation,6,6,2026-07-30T06:11:11+00:00
primary,m=6-10,7FG30Wld9Q,sotayamashita/repro-optimal-anytime-algorithms-for-online-convex-optimization-with-adversarial-constraints,e26d93bb14d6eb3e6efa918713338a719f63c129,Optimal Anytime Algorithms for Online Convex Optimization with Adversarial Constraints,4,4,2026-07-28T02:52:06+00:00
primary,m=6-10,C41aLahRXZ,ParetoOptimal/repro-c41alahrxz,d68303116ccd1770094d648637a3e2fc9f1e87f9,How Can Mamba Learn In Context with Outliers and Generalize Provably?,5,5,2026-07-29T19:45:38+00:00
primary,m=6-10,42RDNNJdWf,michaldobiezynski/repro-robust-and-consistent-ski-rental-with-distributional-advice,4f71369e67fdb32414237d9b959d380f40c0eb9f,Robust and Consistent Ski Rental with Distributional Advice,5,5,2026-07-27T23:43:49+00:00
primary,m=6-10,ybMDCeOC2m,Srishti280992/repro-refined-analysis-of-entropy-regularized-actor-critic,3faa5a65e3750c2ad04d9c214bbac0b9e0ec7732,Refined Analysis of Entropy-Regularized Actor-Critic,4,4,2026-07-28T00:30:07+00:00
primary,m=6-10,K1EPPO9t2c,snaykey/repro-loss-aware-dro-trainable-ot-ambiguity-sets,0ce20786d94f01a937fdbe357a3f1fc4f26e93c8,Loss-Aware Distributionally Robust Optimization via Trainable Optimal Transport Ambiguity Sets,6,6,2026-07-24T22:21:34+00:00
primary,m=6-10,P3Mnh7mF5a,ai-sherpa/rlvr-sft-backtracking-separation-repro,5f89f45103289e852171bb36eeec815f0afbd3b4,Provable Benefits of RLVR over SFT for Reasoning Models: Learning to Backtrack Efficiently,5,5,2026-07-26T13:58:01+00:00
primary,m=6-10,NHWsF72zPP,algorise/repro-upper-linearizability-of-online-non-monotone-dr-submodular-maximization-over-down-closed-c,38f26cb82693aa29f14deaa907898670ca3d598a,Upper-Linearizability of Online Non-Monotone DR-Submodular Maximization over Down-Closed Convex Sets,5,5,2026-07-25T19:02:03+00:00
primary,m=6-10,syG9I9ofd8,vissutagunawan/syG9I9ofd8,fa2738de0d5af0f9382f8b7d57e541d9e5b25744,Latent Collaboration in Multi-Agent Systems,6,6,2026-07-22T22:49:30+00:00
primary,m=6-10,EOzLsLk6Nd,HHDZ/repro-epibsl-social-learning,c367498f09a66b638b11047bd01b6cef396c9113,Bandit Social Leaning Dynamics with Exploration Episodes,5,5,2026-07-24T10:24:16+00:00
primary,m=6-10,yeyUprQtAY,amkkk/repro-multivariate-distributional-reinforcement-learning-using-sliced-divergences,cd1ea73efd22d934b701a7a2eaeca8e4548327c6,Multivariate Distributional Reinforcement Learning Using Sliced Divergences,6,6,2026-08-01T21:00:01+00:00
primary,m=6-10,G4ve69pimc,amkkk/repro-optimal-reg-performative,7ac867ff394cfc683e1ca98852650ffaef6d4405,Optimal Regularization for Performative Learning,5,5,2026-07-29T05:12:52+00:00
primary,m=6-10,oUv02QKUxG,ProCreations/repro-dynamic-programming-for-epistemic-uncertainty-in-markov-decision-processes,aede2ef2cb1c29be5516c080972ce8bc4bbf863b,Dynamic Programming for Epistemic Uncertainty in Markov Decision Processes,5,5,2026-07-29T12:50:51+00:00
primary,m=6-10,vCc2NAe0OS,Srishti280992/repro-hive-audio-separation-vcc2nae0os,ebbbe544921eb3c8c55f288e677859da4343ab47,A Semantically Consistent Dataset for Data-Efficient Query-Based Universal Sound Separation,6,6,2026-08-01T07:19:42+00:00
